TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft of Bicycle,2019,3,15,19,0,14XX E 31ST AVE,Kensington-Cedar Cottage,494528.19,5454472.4
Theft from Vehicle,2019,3,2,0,30,36XX CAROLINA ST,Riley Park,493309.36,5455526.47
Offence Against a Person,2019,6,27,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,5,3,8,20,10XX ALBERNI ST,West End,491144.08,5459037.46
Theft from Vehicle,2019,3,18,9,0,16XX W 7TH AVE,Fairview,489603.43,5456966.17
Break and Enter Residential/Other,2019,1,21,5,0,30XX E 16TH AVE,Renfrew-Collingwood,497112.24,5455864.4
Theft from Vehicle,2019,5,12,0,1,6XX RICHARDS ST,Central Business District,491647,5458829.54
Theft from Vehicle,2019,5,9,10,15,16XX W 7TH AVE,Fairview,489603.43,5456966.17
Theft from Vehicle,2019,5,18,22,30,44XX QUEBEC ST,Riley Park,492541.85,5454802.28
Offence Against a Person,2019,5,20,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,7,4,3,45,54XX ASH ST,South Cambie,491420.2,5453668.44
Mischief,2019,1,20,22,41,22XX HERMON DR,Hastings-Sunrise,497841.54,5456818.58
Offence Against a Person,2019,5,16,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2019,7,11,22,0,22XX HERMON DR,Hastings-Sunrise,497850.52,5456831.23
Other Theft,2019,2,26,15,0,19XX W 4TH AVE,Kitsilano,489182.47,5457270.22
Other Theft,2019,1,12,14,2,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Other Theft,2019,3,3,13,22,7XX GRANVILLE ST,Central Business District,491396.06,5458846.22
Theft from Vehicle,2019,5,13,14,30,56XX HEATHER ST,South Cambie,491195.94,5453515.01
Mischief,2019,6,24,12,40,7XX E HASTINGS ST,Strathcona,493629.28,5458713.96
Theft of Bicycle,2019,6,16,17,55,3XX E 60TH AVE,Sunset,492850.27,5451451.73
Theft of Bicycle,2019,4,8,17,0,3XX E 54TH AVE,Sunset,492798.73,5452023.7
Theft from Vehicle,2019,3,17,18,30,54XX BALACLAVA ST,Dunbar-Southlands,487205.79,5453880.85
Other Theft,2019,1,11,12,30,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Theft from Vehicle,2019,5,23,22,0,24XX E 8TH AVE,Hastings-Sunrise,495885.51,5456686
Theft from Vehicle,2019,4,28,23,0,54XX BALSAM ST,Arbutus Ridge,488256.03,5453810.29
Theft from Vehicle,2019,5,25,12,11,CAMBIE ST / ROBSON ST,Central Business District,491638.28,5458390.14
Theft of Vehicle,2019,4,9,6,0,31XX E 51ST AVE,Killarney,497114.11,5452233.76
Theft from Vehicle,2019,5,24,18,45,CAMBIE ST / ROBSON ST,Central Business District,491638.28,5458390.14
Theft of Bicycle,2019,6,24,9,20,3XX E 54TH AVE,Sunset,492787.31,5452033.18
Theft from Vehicle,2019,5,3,19,15,CAMBIE ST / ROBSON ST,Central Business District,491638.28,5458390.14
Theft from Vehicle,2019,3,14,22,0,CAMBIE ST / ROBSON ST,Central Business District,491638.28,5458390.14
Theft from Vehicle,2019,5,9,18,30,10XX ALBERNI ST,West End,491144.08,5459037.46
Theft from Vehicle,2019,3,19,9,15,24XX E 7TH AVE,Hastings-Sunrise,495883.51,5456787.72
Break and Enter Commercial,2019,3,21,0,0,17XX W BROADWAY AVE,Fairview,489419.42,5456775.91
Theft of Bicycle,2019,4,24,0,0,3XX E 35TH AVE,Riley Park,492846.43,5454012.38
Mischief,2019,3,16,17,13,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495584.11,5454481.53
Theft from Vehicle,2019,1,16,20,30,24XX E 5TH AVE,Hastings-Sunrise,496010.44,5456992.33
Theft from Vehicle,2019,3,4,19,0,CAMBIE ST / ROBSON ST,Central Business District,491638.28,5458390.14
Theft from Vehicle,2019,3,9,20,30,2XX HOWE ST,Central Business District,491780.66,5459403.52
Offence Against a Person,2019,5,12,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,6,23,18,0,36XX WILLIAM ST,Hastings-Sunrise,498109.36,5457924.23
Offence Against a Person,2019,4,19,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,2,16,18,0,68XX KILLARNEY ST,Killarney,496667.65,5452172.09
Other Theft,2019,1,9,11,20,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.11,5456566.24
Other Theft,2019,1,9,15,23,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.11,5456566.24
Other Theft,2019,1,11,20,0,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.11,5456566.24
Theft from Vehicle,2019,1,16,16,0,10XX BURRARD ST,West End,490807.7,5458703.1
Theft from Vehicle,2019,1,19,15,0,10XX BURRARD ST,West End,490807.7,5458703.1
Other Theft,2019,2,5,9,50,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.11,5456566.24
Theft from Vehicle,2019,6,27,22,0,30XX W 13TH AVE,Kitsilano,487378.34,5456431.56
Other Theft,2019,2,13,14,1,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.11,5456566.24
Theft from Vehicle,2019,1,19,22,0,CAMBIE ST / ROBSON ST,Central Business District,491638.28,5458390.14
Theft from Vehicle,2019,1,8,18,0,30XX W 13TH AVE,Kitsilano,487413.75,5456439.73
Theft from Vehicle,2019,1,19,17,0,10XX BURRARD ST,West End,490807.7,5458703.1
Other Theft,2019,2,16,13,50,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.11,5456566.24
Other Theft,2019,2,18,11,3,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.11,5456566.24
Theft from Vehicle,2019,5,8,20,0,44XX SKEENA ST,Renfrew-Collingwood,497926.72,5454653.87
Theft from Vehicle,2019,1,21,9,51,10XX BURRARD ST,West End,490807.7,5458703.1
Other Theft,2019,2,27,9,54,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.11,5456566.24
Other Theft,2019,3,16,14,32,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.11,5456566.24
Theft from Vehicle,2019,1,12,10,30,CAMBIE ST / ROBSON ST,Central Business District,491638.28,5458390.14
Other Theft,2019,3,23,22,20,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.11,5456566.24
Offence Against a Person,2019,7,1,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,1,22,20,15,10XX BURRARD ST,West End,490807.7,5458703.1
Break and Enter Residential/Other,2019,1,4,11,14,5XX E 10TH AVE,Mount Pleasant,493271.92,5456539.81
Theft from Vehicle,2019,3,14,0,0,44XX SLOCAN ST,Renfrew-Collingwood,496381.25,5454728.52
Other Theft,2019,4,3,18,12,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.11,5456566.24
Other Theft,2019,4,8,15,37,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.11,5456566.24
Theft from Vehicle,2019,6,16,12,0,CAMBIE ST / PACIFIC BLVD,Central Business District,491245.86,5457950.23
Other Theft,2019,1,9,9,22,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Other Theft,2019,4,11,19,50,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.11,5456566.24
Other Theft,2019,5,6,13,27,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.11,5456566.24
Theft from Vehicle,2019,5,1,23,30,16XX W 7TH AVE,Fairview,489735.33,5456972.01
Offence Against a Person,2019,1,7,,,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2019,3,13,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2019,1,21,11,39,30XX E 16TH AVE,Renfrew-Collingwood,497112.24,5455864.4
Mischief,2019,3,28,17,30,22XX MACDONALD ST,Kitsilano,487756.12,5457106.03
Theft from Vehicle,2019,1,9,16,30,18XX COMOX ST,West End,489780.06,5459611.12
Theft of Vehicle,2019,5,13,22,0,13XX BURRARD ST,Central Business District,490489.32,5458368.35
Theft from Vehicle,2019,7,14,8,0,10XX ALBERNI ST,West End,491144.08,5459037.46
Mischief,2019,7,14,16,0,22XX MANNERING AVE,Kensington-Cedar Cottage,495601.34,5454206.48
Theft from Vehicle,2019,1,31,8,42,10XX BURRARD ST,West End,490807.7,5458703.1
Mischief,2019,1,23,11,20,22XX MANNERING AVE,Kensington-Cedar Cottage,495647.26,5454206.07
Other Theft,2019,2,2,16,39,81XX ONTARIO ST,Marpole,492228.56,5450923.38
Theft of Vehicle,2019,1,9,20,0,31XX E 58TH AVE,Killarney,497175.41,5451598.34
Other Theft,2019,2,9,15,45,81XX ONTARIO ST,Marpole,492228.56,5450923.38
Other Theft,2019,2,17,16,16,81XX ONTARIO ST,Marpole,492228.56,5450923.38
Other Theft,2019,3,20,20,52,81XX ONTARIO ST,Marpole,492228.56,5450923.38
Other Theft,2019,3,31,12,2,81XX ONTARIO ST,Marpole,492228.56,5450923.38
Other Theft,2019,4,22,19,36,81XX ONTARIO ST,Marpole,492228.56,5450923.38
Theft from Vehicle,2019,2,6,14,30,10XX BURRARD ST,West End,490807.7,5458703.1
Break and Enter Residential/Other,2019,6,20,6,8,5XX E 10TH AVE,Mount Pleasant,493317.85,5456530.74
Other Theft,2019,5,14,13,7,81XX ONTARIO ST,Marpole,492228.56,5450923.38
Theft from Vehicle,2019,2,12,9,0,10XX BURRARD ST,West End,490807.7,5458703.1
Break and Enter Commercial,2019,7,3,5,38,7XX NELSON ST,Central Business District,490990.75,5458561.15
Mischief,2019,3,15,20,0,22XX MARSTRAND AVE,Kitsilano,488548.33,5456641.44
Offence Against a Person,2019,4,10,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Commercial,2019,6,21,10,39,7XX NATIONAL AVE,Strathcona,493654.46,5457775.95
Theft from Vehicle,2019,2,23,21,30,10XX BURRARD ST,West End,490807.7,5458703.1
Theft from Vehicle,2019,2,18,0,0,3XX E 8TH AVE,Mount Pleasant,492880.88,5456773.4
Theft from Vehicle,2019,3,1,15,0,3XX E 8TH AVE,Mount Pleasant,492880.88,5456773.4
Theft from Vehicle,2019,4,2,18,0,24XX E 51ST AVE,Victoria-Fraserview,495781.86,5452190.74
Theft from Vehicle,2019,3,31,0,35,24XX E 51ST AVE,Victoria-Fraserview,495769.27,5452190.76
Theft from Vehicle,2019,5,4,15,45,10XX BURRARD ST,West End,490807.7,5458703.1
Theft from Vehicle,2019,3,1,16,0,3XX E 8TH AVE,Mount Pleasant,492880.88,5456773.4
Theft from Vehicle,2019,4,22,15,48,24XX E 4TH AVE,Hastings-Sunrise,495883.47,5457104.19
Theft from Vehicle,2019,6,9,13,55,5XX HORNBY ST,Central Business District,491426.46,5459175.24
Other Theft,2019,4,17,9,26,9XX SEYMOUR ST,Central Business District,491241.75,5458543.81
Mischief,2019,1,3,16,42,X KINGSWAY AVE,Mount Pleasant,492669.46,5456863.07
Theft from Vehicle,2019,3,16,23,0,5XX HORNBY ST,Central Business District,491426.46,5459175.24
Theft from Vehicle,2019,4,9,4,10,2XX E 36TH AVE,Riley Park,492610.51,5453940.15
Theft from Vehicle,2019,7,8,20,0,2XX E 33RD AVE,Riley Park,492789.18,5454187.78
Theft of Bicycle,2019,6,27,10,44,7XX W 8TH AVE,Fairview,491148.73,5456841.42
Mischief,2019,5,12,13,30,22XX NAPIER ST,Grandview-Woodland,495649.34,5458002.27
Break and Enter Residential/Other,2019,3,24,17,0,17XX E KENT AVE S,Victoria-Fraserview,494907.16,5450608.47
Break and Enter Commercial,2019,4,8,6,32,17XX W 2ND AVE,Fairview,489432.69,5457452.02
Mischief,2019,7,3,22,0,22XX NEWPORT AVE,Victoria-Fraserview,495587.7,5451384.95
Offence Against a Person,2019,3,17,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2019,3,29,2,0,22XX NOOTKA ST,Hastings-Sunrise,496982.84,5456885.07
Theft of Bicycle,2019,3,12,17,58,7XX W 7TH AVE,Fairview,491246.23,5456934.41
Theft from Vehicle,2019,5,27,18,0,73XX FRASER ST,Sunset,493371.57,5451668.12
Mischief,2019,5,29,23,47,22XX OXFORD ST,Grandview-Woodland,495761.65,5459214.36
Other Theft,2019,4,26,12,4,82XX ONTARIO ST,Marpole,492223.35,5450775.85
Mischief,2019,6,2,20,50,22XX PANDORA ST,Grandview-Woodland,495693.13,5458923.14
Break and Enter Commercial,2019,5,5,3,8,17XX W 14TH AVE,Fairview,489459.83,5456265.37
Theft of Vehicle,2019,5,18,12,0,13XX CHARLES ST,Grandview-Woodland,494380.81,5457817.22
Mischief,2019,4,28,18,21,22XX PARKER ST,Grandview-Woodland,495650.72,5458096.42
Other Theft,2019,7,5,16,23,19XX W BROADWAY AVE,Kitsilano,489212.99,5456781.66
Theft from Vehicle,2019,1,3,17,44,BURRARD ST / DAVIE ST,West End,490604.15,5458488.33
Theft from Vehicle,2019,1,9,19,0,BURRARD ST / DAVIE ST,West End,490604.15,5458488.33
Theft from Vehicle,2019,1,18,6,0,BURRARD ST / DAVIE ST,West End,490604.15,5458488.33
Theft from Vehicle,2019,2,7,15,8,BURRARD ST / DAVIE ST,West End,490604.15,5458488.33
Theft from Vehicle,2019,2,24,20,11,BURRARD ST / DAVIE ST,West End,490604.15,5458488.33
Theft from Vehicle,2019,3,14,21,0,BURRARD ST / DAVIE ST,West End,490604.15,5458488.33
Theft from Vehicle,2019,5,24,22,30,BURRARD ST / DAVIE ST,West End,490604.15,5458488.33
Mischief,2019,4,27,9,45,7XX E HASTINGS ST,Strathcona,493526.4,5458709.7
Mischief,2019,4,26,11,0,X KINGSWAY AVE,Mount Pleasant,492669.46,5456863.07
Other Theft,2019,5,9,15,8,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.11,5456566.24
Other Theft,2019,5,15,18,34,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.11,5456566.24
Other Theft,2019,5,17,12,2,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.11,5456566.24
Other Theft,2019,2,6,22,57,9XX SEYMOUR ST,Central Business District,491241.75,5458543.81
Mischief,2019,2,20,8,37,E 11TH AVE / WOODLAND DR,Kensington-Cedar Cottage,494633.78,5456418
Break and Enter Commercial,2019,6,22,11,57,17XX VICTORIA DR,Grandview-Woodland,495210.62,5457401.21
Other Theft,2019,5,18,11,36,31XX E BROADWAY AVE,Renfrew-Collingwood,497246.11,5456566.24
Theft from Vehicle,2019,7,1,18,0,5XX HOMER ST,Central Business District,491862.37,5458891.79
Offence Against a Person,2019,4,28,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,6,13,17,30,5XX HOMER ST,Central Business District,491862.37,5458891.79
Other Theft,2019,3,6,15,31,10XX ROBSON ST,West End,491047.69,5458982.27
Theft from Vehicle,2019,6,12,16,15,5XX HOMER ST,Central Business District,491862.37,5458891.79
Theft of Vehicle,2019,5,7,23,0,31XX E PENDER ST,Hastings-Sunrise,497184.35,5458600.99
Theft from Vehicle,2019,3,23,21,0,BURRARD ST / DRAKE ST,West End,490487.32,5458372.81
Other Theft,2019,4,18,13,30,19XX W BROADWAY AVE,Kitsilano,489216.49,5456781.57
Theft from Vehicle,2019,5,4,23,40,5XX HOMER ST,Central Business District,491862.37,5458891.79
Other Theft,2019,1,1,14,55,9XX SEYMOUR ST,Central Business District,491241.75,5458543.81
Theft of Bicycle,2019,4,20,11,30,6XX BURRARD ST,Central Business District,491319.44,5459207.78
Theft from Vehicle,2019,3,9,20,0,5XX HOMER ST,Central Business District,491862.37,5458891.79
Theft of Vehicle,2019,4,12,13,0,HEATLEY AVE / POWELL ST,Strathcona,493493.72,5458920.15
Break and Enter Residential/Other,2019,5,27,13,37,5XX E 18TH AVE,Riley Park,493252.97,5455766.16
Theft of Bicycle,2019,2,12,18,0,E 11TH AVE / PRINCE EDWARD ST,Mount Pleasant,493002.78,5456439.54
Theft from Vehicle,2019,4,20,0,0,18XX CHARLES ST,Grandview-Woodland,495160.48,5457804.31
Break and Enter Commercial,2019,5,11,18,0,17XX ROBSON ST,West End,490236.63,5459788.89
Theft from Vehicle,2019,3,5,3,18,24XX E 38TH AVE,Renfrew-Collingwood,495842.04,5453676
Other Theft,2019,5,29,14,40,9XX W KING EDWARD AVE,South Cambie,490754,5455159
Theft from Vehicle,2019,7,12,15,30,54XX CECIL ST,Renfrew-Collingwood,497327.24,5453550.29
Break and Enter Commercial,2019,4,6,22,30,17XX ROBSON ST,West End,490236.63,5459788.89
Theft from Vehicle,2019,4,2,14,0,18XX CHARLES ST,Grandview-Woodland,495085.09,5457805.25
Break and Enter Commercial,2019,5,23,4,12,17XX ROBSON ST,West End,490235.88,5459776.86
Theft of Bicycle,2019,5,11,15,0,14XX CARTWRIGHT ST,Fairview,490162.9,5457490.28
Other Theft,2019,4,23,17,17,1X W BROADWAY AVE,Mount Pleasant,492340.04,5456696.08
Theft of Bicycle,2019,4,1,8,0,6XX BURRARD ST,Central Business District,491319.44,5459207.78
Theft of Bicycle,2019,6,23,17,35,6XX BURRARD ST,Central Business District,491318.53,5459206.78
Break and Enter Commercial,2019,3,12,5,4,17XX ROBSON ST,West End,490235.88,5459776.86
Other Theft,2019,5,29,15,45,9XX W KING EDWARD AVE,South Cambie,490754,5455159
Break and Enter Commercial,2019,5,12,2,50,7XX JERVIS ST,West End,490698.86,5459410.5
Break and Enter Residential/Other,2019,1,6,0,0,5XX E 29TH AVE,Riley Park,493218.9,5454644.87
Theft from Vehicle,2019,4,22,14,0,18XX BURRARD ST,Kitsilano,489404.89,5457403.77
Theft of Bicycle,2019,4,28,12,20,14XX CARTWRIGHT ST,Fairview,490162.9,5457490.28
Theft of Bicycle,2019,7,3,12,0,3XX E 16TH AVE,Mount Pleasant,492886.15,5455983.39
Offence Against a Person,2019,3,11,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Commercial,2019,1,23,10,0,7XX JACKSON AVE,Strathcona,493190.51,5458391.31
Theft from Vehicle,2019,4,3,0,0,3XX E 8TH AVE,Mount Pleasant,492953.03,5456762.15
Mischief,2019,4,21,13,5,7XX E HASTINGS ST,Strathcona,493496.79,5458711.11
Theft of Vehicle,2019,7,18,16,30,HELMCKEN ST / HOWE ST,Central Business District,490862.93,5458462.15
Theft from Vehicle,2019,5,12,11,30,2XX THURLOW ST,Central Business District,491397.12,5459567.81
Theft from Vehicle,2019,4,14,18,0,68XX GLADSTONE ST,Victoria-Fraserview,495450.76,5452155.21
Theft from Vehicle,2019,6,5,19,0,68XX GLADSTONE ST,Victoria-Fraserview,495450.43,5452145.26
Break and Enter Residential/Other,2019,6,19,4,45,5XX E 31ST AVE,Riley Park,493232.65,5454437.68
Offence Against a Person,2019,3,11,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2019,3,29,4,0,5XX E 41ST AVE,Sunset,493176.45,5453348.11
Break and Enter Commercial,2019,4,24,5,58,7XX HAMILTON ST,Central Business District,491689.46,5458575.21
Break and Enter Residential/Other,2019,1,15,1,27,5XX E 57TH AVE,Sunset,493215.68,5451733.68
Break and Enter Commercial,2019,6,5,5,45,17XX PENDRELL ST,West End,489815.63,5459419
Theft from Vehicle,2019,3,22,21,45,BURRARD ST / DUNSMUIR ST,Central Business District,491317.44,5459212.36
Theft from Vehicle,2019,4,22,8,20,BURRARD ST / DUNSMUIR ST,Central Business District,491317.44,5459212.36
Break and Enter Residential/Other,2019,4,16,21,19,19XX OGDEN AVE,Kitsilano,489251.54,5458238.14
Offence Against a Person,2019,1,1,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft of Bicycle,2019,6,21,1,0,E 12TH AVE / MAIN ST,Mount Pleasant,492639.78,5456386.02
Theft of Bicycle,2019,5,5,11,30,3XX E 11TH AVE,Mount Pleasant,492910.87,5456478.02
Break and Enter Commercial,2019,5,15,9,5,17XX PENDRELL ST,West End,489793.76,5459440.36
Offence Against a Person,2019,4,1,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2019,3,26,9,30,22XX PARKER ST,Grandview-Woodland,495653.37,5458096.46
Mischief,2019,6,28,0,45,22XX PARKER ST,Grandview-Woodland,495713.42,5458097.16
Break and Enter Commercial,2019,3,6,3,0,17XX NELSON ST,West End,489994.1,5459565.79
Theft from Vehicle,2019,5,11,11,0,6XX RICHARDS ST,Central Business District,491647,5458829.54
Offence Against a Person,2019,3,15,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2019,7,15,8,58,5XX E BROADWAY AVE,Mount Pleasant,493327.88,5456636.3
Break and Enter Residential/Other,2019,6,8,1,5,19XX WALLACE ST,West Point Grey,486126.38,5457365.63
Mischief,2019,6,1,7,51,7XX E GEORGIA ST,Strathcona,493554.12,5458402.34
Theft from Vehicle,2019,6,7,14,0,73XX JASPER CRES,Victoria-Fraserview,494977.66,5451553.27
Theft from Vehicle,2019,5,9,19,34,6XX RICHARDS ST,Central Business District,491672.82,5458842.68
Theft from Vehicle,2019,4,9,22,0,18XX BARCLAY ST,West End,489975.6,5459739.73
Mischief,2019,5,15,2,0,22XX PINE ST,Fairview,489569.4,5457062.83
Theft from Vehicle,2019,6,16,14,0,18XX BARCLAY ST,West End,489974.25,5459741.07
Mischief,2019,5,5,0,1,22XX PINE ST,Fairview,489578.54,5457062.72
Mischief,2019,2,9,1,30,22XX PRINCE ALBERT ST,Mount Pleasant,493665.38,5456940.12
Mischief,2019,4,22,0,0,22XX QUEBEC ST,Mount Pleasant,492521.14,5456977.84
Theft from Vehicle,2019,4,12,3,30,3XX E 8TH AVE,Mount Pleasant,492953.03,5456762.15
Mischief,2019,5,23,22,0,22XX RENFREW ST,Hastings-Sunrise,496780.14,5456806.34
Theft from Vehicle,2019,4,12,7,30,6XX RICHARDS ST,Central Business District,491647,5458829.54
Theft of Bicycle,2019,6,16,0,1,3XX CLARK DR,Strathcona,494383.76,5458799.86
Theft from Vehicle,2019,2,11,11,0,24XX E 24TH AVE,Renfrew-Collingwood,495969.85,5455112.9
Theft from Vehicle,2019,2,2,17,0,24XX E 24TH AVE,Renfrew-Collingwood,495879.66,5455112.49
Offence Against a Person,2019,6,8,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,2,11,8,47,18XX BARCLAY ST,West End,489925.19,5459776.46
Theft from Vehicle,2019,4,6,17,0,2XX RENFREW ST,Hastings-Sunrise,496805.18,5458912.13
Mischief,2019,2,28,22,26,E 10TH AVE / MAIN ST,Mount Pleasant,492651.7,5456587.81
Theft from Vehicle,2019,6,1,18,0,18XX BALSAM ST,Kitsilano,488380.15,5457479.72
Theft from Vehicle,2019,5,8,0,0,18XX ARBUTUS ST,Kitsilano,488894.89,5457433.08
Theft of Bicycle,2019,5,11,13,30,14XX CARTWRIGHT ST,Fairview,490106.55,5457539.97
Theft from Vehicle,2019,6,2,20,15,24XX E 1ST AVE,Hastings-Sunrise,495979.52,5457431.88
Theft from Vehicle,2019,5,14,7,30,18XX ALBERNI ST,West End,490220.79,5459947.03
Break and Enter Commercial,2019,4,10,16,0,7XX GREAT NORTHERN WAY,Strathcona,493528.02,5457109.92
Mischief,2019,6,19,13,45,MAIN ST / UNION ST,Central Business District,492733.66,5458331.8
Break and Enter Commercial,2019,3,22,13,30,7XX GREAT NORTHERN WAY,Strathcona,493528.02,5457109.92
Theft from Vehicle,2019,4,9,0,0,73XX JASPER CRES,Victoria-Fraserview,495072.01,5451593.1
Theft of Bicycle,2019,7,16,21,0,3XX CARRALL ST,Central Business District,492421.18,5458852.64
Theft of Bicycle,2019,4,20,14,30,14XX CARTWRIGHT ST,Fairview,490106.55,5457539.97
Theft from Vehicle,2019,3,7,23,0,24XX E 1ST AVE,Hastings-Sunrise,495951.03,5457430.62
Theft from Vehicle,2019,4,12,19,0,18XX ALBERNI ST,West End,490220.79,5459947.03
Theft from Vehicle,2019,2,13,12,0,18XX ALBERNI ST,West End,490220.79,5459947.03
Theft of Bicycle,2019,5,30,21,35,9XX BURRARD ST,Central Business District,490952.14,5458832.44
Mischief,2019,2,16,0,0,4XX HOMER ST,Central Business District,491917.12,5458946.81
Offence Against a Person,2019,7,14,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,3,7,15,0,54XX CHAMBERS ST,Renfrew-Collingwood,496144.55,5453669.21
Theft from Vehicle,2019,7,14,18,4,6XX RICHARDS ST,Central Business District,491603.33,5458785.3
Mischief,2019,1,12,0,0,7XX E GEORGIA ST,Strathcona,493483.08,5458412.39
Break and Enter Residential/Other,2019,5,8,0,0,5XX E KING EDWARD AVE,Riley Park,493199.89,5455100.52
Mischief,2019,2,13,18,30,22XX ST GEORGE ST,Mount Pleasant,493239.96,5456938.92
Mischief,2019,2,8,18,0,22XX W 13TH AVE,Kitsilano,488579.42,5456390.81
Mischief,2019,6,18,12,11,X KINGSWAY AVE,Mount Pleasant,492670.49,5456861.27
Other Theft,2019,4,12,11,35,69XX VICTORIA DR,Victoria-Fraserview,495208.15,5452048.77
Theft from Vehicle,2019,6,21,0,30,24XX E 19TH AVE,Renfrew-Collingwood,495959.07,5455609.66
Offence Against a Person,2019,4,6,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,7,11,21,0,18XX ALBERNI ST,West End,490159.98,5460018.76
Theft from Vehicle,2019,6,21,14,0,18XX ALBERNI ST,West End,490159.98,5460018.76
